today;Acteur_Organisation_de_mise_en_uvre;Type_organisation;Bailleurs_de_fonds;Si_le_bailleur_est_autres_specifiez;province;zonesante;airesante;Titre_du_projet;menages_projet;femmes_projet;hommes_projet;enfants_projet;adultes_projet;vieux_projet;calculation;montant;devise_projet;si_devise_projet_autre;Indicateurs;Indicateurs/assistance_en_;Indicateurs/assistance_en__1;Indicateurs/accompagnement;Indicateurs/assistance_ave;Indicateurs/assistance_en__2;Indicateurs/assistance_en__3;Indicateurs/assistance_en__4;Indicateurs/assistance_en__5;Indicateurs/construction_r;Indicateurs/int_gration_de;Indicateurs/appui_en_b_che;Statut;modalite;M_canisme_de_distribution_espece;M_canisme_de_distrib_oupon_march_ouvert;M_canisme_de_distribution_coupon_foire;Mecanisme_de_distribution_mix;Mecanisme_de_distribution_mix/nature;Mecanisme_de_distribution_mix/especes__direc;Mecanisme_de_distribution_mix/especes_agence_m;Mecanisme_de_distribution_mix/compte_bancair_m;Mecanisme_de_distribution_mix/cheque_m;Mecanisme_de_distribution_mix/carte_retrait_m;Mecanisme_de_distribution_mix/carte_prepayee_m;Mecanisme_de_distribution_mix/argent_mobile_m;Mecanisme_de_distribution_mix/coupon_papier;Mecanisme_de_distribution_mix/coupon_electro;Mecanisme_de_distribution_mix/autre;Type_de_transfert;Nom_du_fournisseur_d_services_financiers;Focal_point_pour_le_rapport;Email;T_l_phone;__version__;_id;_uuid;_submission_time;_validation_status;_index;type_de_b_n_ficiaires;type_de_b_n_ficiaires.d_plac_s_inter;type_de_b_n_ficiaires.retourn_s;type_de_b_n_ficiaires.relocalis_s;type_de_b_n_ficiaires.expuls_s;type_de_b_n_ficiaires.familles_d_acc;type_de_b_n_ficiaires.rapatri_s_spon;type_de_b_n_ficiaires.rapatri_s_orga;type_de_b_n_ficiaires.autochtones_vu;type_de_b_n_ficiaires.victimes_de_ca
01/07/2019;Adventist Development and Relief Agency/ ADRA;ong_internatio;pooled_fund;;kasai;kamwesha;lunyeka;Appui multisectoriel à la résilience des populations vulnérables affectées par les conflits dans la zone de santé de Kamwesha'';500;445;27;5;472;23;472;187000;$US_projet;;assistance_en__1 construction_r;0;1;0;0;0;0;0;0;1;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;KAPALATA Charles;charlesk@adradrcongo.org;0998834601 et 0820908090;vBi33PnLtfSLCFW7wLUgsr;6201396;35989d0a-dfec-4a52-aa18-b75c6f28a341;2019-07-01T09:58:00;;42;;;;;;;;;;
04/07/2019;AIRD;nations_unies;option_5;;tanganyika;kiambi;sange;Assistance en abris et amelioration de l'accès aux biens et services essentielles pour les populations deplacées et retournées dans les provinces du Kasai et du Tanganyika;210;;;;;;NaN;;;;assistance_en__1 accompagnement assistance_en__4 construction_r int_gration_de;0;1;1;0;0;0;1;0;1;1;0;planifi;;;;;;;;;;;;;;;;;;;Maxime KAKULE;kakule@unhcr.org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6230161;0a7d3e67-3ad3-4bd9-be84-14c90faa920f;2019-07-04T12:12:39;;43;;;;;;;;;;
04/07/2019;AIRD;ong_internatio;option_5;;tanganyika;kiambi;mbayo;Assistance en abris et amelioration de l'accès aux biens et services essentielles pour les populations deplacées et retournées dans les provinces du Kasai et du Tanganyika;120;;;;;;NaN;;;;assistance_en__1 accompagnement construction_r int_gration_de;0;1;1;0;0;0;0;0;1;1;0;planifi;;;;;;;;;;;;;;;;;;;Maxime KAKULE;kakule@unhcr.org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6230201;59501d5a-5600-4ea3-9936-5ec0a1333831;2019-07-04T12:17:23;;44;d_plac_s_inter retourn_s familles_d_acc autochtones_vu;1;1;0;0;1;0;0;1;0
02/07/2019;Programme de Promotion des Soins de Santé Primaire (PPSSP);ong_nationale;autres;DIAKONIE KATASTROPHENHILPHE;ituri;lita;lita;Assistance humanitaire multisectorielle et CASH en faveur des populations affectées par les conflits armés dans les territoires de Djugu, Irumu et Beni, provinces de l’Ituri et du Nord Kivu à l’Est de la R.D.Congo;1851;1579;1251;6839;3430;334;2830;3300000;euro_projet;;int_gration_de;0;0;0;0;0;0;0;0;0;1;0;compl_t;nature;;;;;;;;;;;;;;;;;;SUMBUSO BAHEMUKA Eric;ppsspituri@yahoo.fr;813521091;vBi33PnLtfSLCFW7wLUgsr;6238456;0eb78c8b-8a9c-4412-ab73-fd48c9b5b8ce;2019-07-06T06:03:28;;45;retourn_s;0;1;0;0;0;0;0;0;0
09/07/2019;Caritas International Belgique (CI.be);ong_internatio;autres;DGD - Direction Générale de la Coopération belge au développement - Aide d'Urgence;mongala;lolo;lundu;Programme d’appui à la Résilience des populations vulnérables aux Risques des Catastrophes (PRRC);2000;;;;;;NaN;1977357;euro_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;juliette maquart;j.maquart@caritasint.be;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6263378;c8a6ca92-5ac1-4ec0-9905-4569d2f3d2c5;2019-07-09T11:51:14;;46;;;;;;;;;;
05/07/2019;AFRICAN INITIATIVES FOR RELIEF AND DEVELOPMENT (AIRD);ong_internatio;option_4;;tanganyika;nyemba;tundwa;CONSTRUCTION DE 600 ABRIS LOCAUX DANS LE TERRITOIRE DE TANGANYIKA;600;216;384;2273;1025;144;600;247000;$US_projet;;assistance_en__1 accompagnement;0;1;1;0;0;0;0;0;0;0;0;compl_t;mixte;;;;nature especes__direc;1;1;0;0;0;0;0;0;0;0;0;transfert_cond;;LEON NGOYI BUKASA;leonngoyi@yahoo.fr;243 815 822 622;vBi33PnLtfSLCFW7wLUgsr;6270229;d9bd01bf-f9e9-40cf-b6e5-7aacf3b8f00a;2019-07-10T06:13:38;;47;;;;;;;;;;
05/07/2019;AFRICAN INITIATIVES FOR RELIEF AND DEVELOPMENT (AIRD);ong_internatio;option_4;;tanganyika;kalemie;makala;CONSTRUCTION DE 600 ABRIS LOCAUX DANS LE TERRITOIRE DE KALEMIE;600;216;384;2273;1025;144;600;247000;$US_projet;;assistance_en__1 accompagnement;0;1;1;0;0;0;0;0;0;0;0;compl_t;mixte;;;;nature especes__direc;1;1;0;0;0;0;0;0;0;0;0;transfert_cond;;NGOYI BUKASA;leonngoyi@yahoo.fr;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6270230;49a8961d-7b10-401f-b890-de1cd0932636;2019-07-10T06:13:46;;48;retourn_s;0;1;0;0;0;0;0;0;0
05/07/2019;AFRICAN INITIATIVES FOR RELIEF AND DEVELOPMENT (AIRD);ong_internatio;option_4;;tanganyika;nyemba;tundwa;CONSTRUCTION DE 600 ABRIS LOCAUX DANS LE TERRITOIRE DE KALEMIE;600;216;384;2273;1025;144;600;247000;$US_projet;;assistance_en__1 accompagnement;0;1;1;0;0;0;0;0;0;0;0;compl_t;mixte;;;;nature especes__direc;1;1;0;0;0;0;0;0;0;0;0;cash_for_work;;NGOYI BUKASA LEON;leonngoyi@yahoo.fr;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6270234;35b238de-3201-466d-bb39-d45be8517b5f;2019-07-10T06:15:18;;49;retourn_s;0;1;0;0;0;0;0;0;0
05/07/2019;AFRICAN INITIATIVES FOR RELIEF AND DEVELOPMENT (AIRD);ong_internatio;option_4;;tanganyika;nyemba;tundwa;CONSTRUCTION DE 600 ABRIS LOCAUX DANS LE TERRITOIRE DE KALEMIE;600;216;384;2273;1025;144;600;247000;$US_projet;;assistance_en__1 accompagnement;0;1;1;0;0;0;0;0;0;0;0;compl_t;mixte;;;;nature especes__direc;1;1;0;0;0;0;0;0;0;0;0;cash_for_work;;NGOYI BUKASA LEON;leonngoyi@yahoo.fr;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6270251;d7df001b-d4b4-45b3-9c9e-f08098243680;2019-07-10T06:17:42;;50;retourn_s;0;1;0;0;0;0;0;0;0
24/07/2019;CROIX-ROUGE DE LA RDC;mouvement_croi;autres;FICR;mai ndombe;yumbi;bongende;DREF Mouvement de Population en RDC/Yumbi MDRCD029;720;1872;1728;;;;3600;263000;$US_projet;;assistance_en_ accompagnement;1;0;1;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Moise KABONGO NGALULA;moise.kabongo@yahoo.fr;00243852387181/00243815176075;vBi33PnLtfSLCFW7wLUgsr;6439037;1f2e2b5c-aa90-4ee3-a820-e71ed437ebc2;2019-07-28T12:21:51;;51;retourn_s;0;1;0;0;0;0;0;0;0
29/07/2019;CROIX-ROUGE  DE LA RDC;mouvement_croi;autres;FICR;mai ndombe;yumbi;nkolo yoka;DREF Mouvement des populations en RDC/ Yumbi MDRCD029;720;1872;1728;;;;3600;263000;$US_projet;;assistance_en_ accompagnement;1;0;1;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Moise  KABONGO NGALULA;moise.kabongo@yahoo.fr;00243852387181 / 00243815176075;vBi33PnLtfSLCFW7wLUgsr;6447882;30efa54c-40bd-4d2c-89f3-4b027c77077d;2019-07-29T10:52:01;;52;relocalis_s victimes_de_ca;0;0;1;0;0;0;0;0;1
29/07/2019;CROIX-ROUGE DE LA RDC;mouvement_croi;autres;FICR;mai ndombe;yumbi;mission catholique;DREF Mouvement des populations en RDC /Yumbi MDRCD029;720;1872;1728;;;;3600;263000;$US_projet;;assistance_en_ accompagnement;1;0;1;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Moise KABONGO NGALULA;moise.kabongo@yahoo.fr;00243852387181 / 00243815176075;vBi33PnLtfSLCFW7wLUgsr;6447984;6a97b28e-f65e-4e5f-9478-ea3072c6734e;2019-07-29T11:11:46;;53;retourn_s;0;1;0;0;0;0;0;0;0
22/08/2019;Organisation de mise en œuvre (AIRD);ong_internatio;option_4;;tanganyika;kalemie;nyemba;Appui logistique, Gestion des entrepôts et construction des abris et infrastructures;138;400;290;200;300;190;690;146703;$US_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Crispin Médard Dibunda Tshiebue;medard.d@airdinternational.org;818253845;vBi33PnLtfSLCFW7wLUgsr;6694528;db78238f-2905-4c32-aa5f-499798bf3f3d;2019-08-22T15:04:51;;54;d_plac_s_inter;1;0;0;0;0;0;0;0;0
07/08/2019;AIDES;ong_nationale;option_4;;nord kivu;kibirizi;nyanzale;ASSISTANCE EN ABRIS AUX PERSONNES DEPLACEES INTERNES ET RETOURNEES AU NORD KIVU;2700;7020;6480;8168;4725;607;13500;1020412;$US_projet;;assistance_en__1 construction_r;0;1;0;0;0;0;0;0;1;0;0;compl_t;mixte;;;;nature argent_mobile_m;1;0;0;0;0;0;0;1;0;0;0;transfert_cond;;PAULIN KALENGA;"aidesgoma@yahoo.fr; kalenga.p@aidesong.org";994021215;vBi33PnLtfSLCFW7wLUgsr;6610614;9a580e8e-554d-48d2-a5f1-91b9f1f34c22;2019-08-13T20:50:11;;55;d_plac_s_inter retourn_s familles_d_acc;1;1;0;0;1;0;0;0;0
20/06/2019;AIRD (African Initiatives Relief and Development);ong_internatio;option_4;;nord ubangi;gbadolite;gbado 1;Assistance et Protection en faveur des Réfugies centrafricains vivant dans le Nord/Sud Ubangui et Bas-uélé;11609;30828;27219;37804;19179;1064;58047;881647;$US_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;planifi;;;;;;;;;;;;;;;;;;;Crispin Medard Dibunda;medard.d@airdinternational.org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6687490;5b90694d-eb4b-4837-b213-29b7c326eb90;2019-08-22T08:53:01;;56;retourn_s autochtones_vu;0;1;0;0;0;0;0;1;0
22/08/2019;Organisation de mise en œuvre;ong_internatio;option_4;;tanganyika;nyemba;tundwa;Appui logistique, Gestion des entrepôts et construction des abris et infrastructures;250;800;450;300;700;250;1250;146703;$US_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Crispin Médard DIBUNDA Tshiebue;medard.d@airdinternational.org;8181253845;vBi33PnLtfSLCFW7wLUgsr;6688582;ad4e7a5d-d70c-4502-9ec5-46c4204df448;2019-08-22T10:34:51;;57;retourn_s;0;1;0;0;0;0;0;0;0
22/08/2019;Organisation de mise en œuvre (AIRD);ong_internatio;option_4;;tanganyika;kalemie;nyemba;Appui logistique, Gestion des entrepôts et construction des abris et infrastructures;210;150;60;60;120;30;210;146703;$US_projet;;assistance_en__1;0;1;0;0;0;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Crispin Medard Dibunda Tshiebue;medard.d@airdinternational.org;818253845;vBi33PnLtfSLCFW7wLUgsr;6694661;13244e3b-7354-4f94-8f63-da79943e06ed;2019-08-22T15:20:27;;58;retourn_s;0;1;0;0;0;0;0;0;0
22/08/2019;NRC;ong_internatio;usaid_ofda;;tanganyika;kalemie;lwanika;Assistance intégrée en logement et de protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);15680;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement construction_r;0;1;1;0;0;0;0;0;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6768763;013de9dd-3d6e-4459-8921-fdfb198f4190;2019-08-29T15:47:19;;59;retourn_s;0;1;0;0;0;0;0;0;0
29/08/2019;NRC;ong_internatio;usaid_ofda;;ituri;gety;gety;Assistance intégrée en logement et de protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);15680;;;;;;NaN;;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;Le Palmier;Mvuama Jo Diakabana;mvuama.diakabna;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6768887;cb43326d-8c8f-4eb3-beaa-09fd741ae8f6;2019-08-29T16:10:04;;60;retourn_s;0;1;0;0;0;0;0;0;0
30/08/2019;NRC;ong_internatio;usaid_ofda;;ituri;gety;chyekele;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;Le Palmier;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775051;b88d28af-dec5-49c1-bbf2-c6f19f6461b5;2019-08-30T14:36:01;;61;;;;;;;;;;
30/08/2019;NRC;ong_internatio;usaid_ofda;;ituri;gety;gety;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;Le Palmier;Mvuama Jo Diakabana;mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775155;6862c91c-912c-48a0-9b92-96e4671492aa;2019-08-30T14:55:15;;62;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
30/08/2019;NRC;ong_internatio;usaid_ofda;;tanganyika;kalemie;mulange;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775207;51f2fddb-64d2-4bc8-acca-e1439f882b6d;2019-08-30T15:16:21;;63;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
30/08/2019;NRC;ong_internatio;usaid_ofda;;ituri;nyankunde;irumu;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;Le Palmier;Mvuama Jo Diakabana;mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775255;ba3dc9f5-b82b-4f8d-a469-48f43807e603;2019-08-30T15:24:30;;64;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
30/08/2019;NRC;ong_internatio;usaid_ofda;;tanganyika;nyunzu;mulongo;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;MUNGU AKONKWA;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775327;d6ec50fa-4a4a-415a-9748-a232111ecafe;2019-08-30T15:49:20;;65;;;;;;;;;;
30/08/2019;NRC;ong_internatio;usaid_ofda;;tanganyika;nyunzu;tchangatchanga;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;MUNGU AKONKWA;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775357;100763e9-c85c-4036-a42c-7dfcb30ceffc;2019-08-30T15:57:24;;66;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
30/08/2019;NRC;ong_internatio;usaid_ofda;;tanganyika;nyunzu;lwizi;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);9560;;;;;;NaN;4000000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;MUNGU AKONKWA;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6775439;4f02c2c6-7193-45ab-a246-5a337e1b4311;2019-08-30T16:08:18;;67;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
31/08/2019;NRC;ong_internatio;pooled_fund;;sud kivu;kimbi lulenge;kilembwe;Réponse multi-sectorielle d’urgence et durable centrée sur la protection dans la zone de de santé de Kimbi-Lulenge, Sud Kivu.;940;;;;;;NaN;750000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6778793;ad6b9934-5244-411b-86f1-d92fa15f0601;2019-08-31T10:39:58;;68;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
31/08/2019;NRC;ong_internatio;pooled_fund;;sud kivu;kimbi lulenge;may-moto;Réponse multi-sectorielle d’urgence et durable centrée sur la protection dans la zone de de santé de Kimbi-Lulenge, Sud Kivu.;940;;;;;;NaN;750000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6778806;af07dcd6-54b0-4884-a6eb-ccef2e3a8d2a;2019-08-31T10:45:33;;69;;;;;;;;;;
31/08/2019;NRC;ong_internatio;pooled_fund;;sud kivu;kimbi lulenge;maindombe;Réponse multi-sectorielle d’urgence et durable centrée sur la protection dans la zone de de santé de Kimbi-Lulenge, Sud Kivu.;940;;;;;;NaN;750000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6778807;c31b58f9-a20a-4599-a301-d40ca5f9366a;2019-08-31T10:47:52;;70;;;;;;;;;;
31/08/2019;NRC;ong_internatio;option_5;;kasai central;yangala;kalenga nganyi;Protection et reintegration des personnes retournes, deplaces internes et expulses/refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;TMB;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782118;6da6c620-e5b5-4919-bbe2-55791c209fa6;2019-09-01T10:34:35;;71;;;;;;;;;;
01/09/2019;NRC;ong_internatio;option_5;;kasai central;yangala;tshiwayi;Protection et reintegration des personnes retournes, deplaces internes et expulses/refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;TMB;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782241;cb192f1a-861d-48d7-b6b1-f4df8e18fa1d;2019-09-01T10:43:27;;72;;;;;;;;;;
01/09/2019;NRC;ong_internatio;option_5;;kasai central;yangala;kaleka;Protection et reintegration des personnes retournes, deplaces internes et expulses/refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;compl_t;espece;especes_agence;;;;;;;;;;;;;;;transfert_cond;TMB;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782282;7ab03781-d205-4458-a2d2-e66587cface3;2019-09-01T10:49:02;;73;;;;;;;;;;
01/09/2019;NRC;ong_internatio;option_5;;kasai;kamonia;kasai lumbembe;Protection et reintegration des personnes retournes, deplaces internes et expulses/refoules d'Angola au Kasai, Kasai Central et Lomami;3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782414;34828529-4bd5-4a61-8052-6db2f974723d;2019-09-01T10:54:26;;74;;;;;;;;;;
01/09/2019;NRC;ong_internatio;option_5;;kasai;kamonia;kabangu;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782415;b53ae5cf-3838-45c8-8e8f-877b81019c2a;2019-09-01T10:56:21;;75;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
01/09/2019;NRC;ong_internatio;option_5;;kasai;kamonia;nsokombe;Assistance intégrée en logement et en protection aux personnes déplacées / rapatriées les plus vulnérables dans les provinces du Nord-Kivu, du Sud-Kivu, du Tanganyika et de l'Ituri en République démocratique du Congo (RDC);3700;;;;;;NaN;2540000;$US_projet;;assistance_en__1 accompagnement assistance_en__5 construction_r;0;1;1;0;0;0;0;1;1;0;0;planifi;;;;;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6782418;bc6513c2-9ab9-42da-a8b4-9669c7574ec9;2019-09-01T10:59:02;;76;;;;;;;;;;
01/09/2019;NRC;ong_internatio;pooled_fund;;sud kivu;haut plateau;bijombo;Assistance en vivres, AME et abris d'urgence pour les populations vulnérables affectées par les crises dans la zone des hauts plateaux, Territoire d’Uvira, Sud Kivu, RDC;10000;;;;;;NaN;1091832;$US_projet;;assistance_en__1 accompagnement;0;1;1;0;0;0;0;0;0;0;0;compl_t;coupon_foire;;;coupon_papier;;;;;;;;;;;;;;;Mvuama Jo Diakabana;Mvuama.diakabana@nrc.no;+243 (0) 817988767 / +243 (0) 978885982;vBi33PnLtfSLCFW7wLUgsr;6796060;1a733f5c-0e1b-460e-beba-8cf861628b6a;2019-09-02T22:28:56;;77;;;;;;;;;;
10/09/2019;OIM;nations_unies;usaid_ofda;;tanganyika;nyemba;kituku;RAPID Fund for Eastern DRC;480;288;192;216;168;96;480;1100000;$US_projet;;assistance_en_ accompagnement assistance_en__2;1;0;1;0;1;0;0;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;WIVINE LAURE MWAMINI;wmwamini@iom.int;990685907;vBi33PnLtfSLCFW7wLUgsr;6867023;df8ffed6-f86d-4993-9826-004987ac01c8;2019-09-10T09:01:01;;78;;;;;;;;;;
25/06/2019;Christian Aid;ong_internatio;autres;Fonds internes;nord kivu;rutshuru;rutshuru;Projet de construction des abris aux retournés de Mirangi en Chefferie de Bwito en Territoire de Rutshuru.;60;41;60;381;101;6;101;30000;ls_projet;;assistance_en__1 accompagnement assistance_en__4;0;1;1;0;0;0;1;0;0;0;0;compl_t;nature;;;;;;;;;;;;;;;;;;Albert Kengo;AKengo@christian-aid.org;2,44E+11;vBi33PnLtfSLCFW7wLUgsr;6859726;8bc44e18-17d8-4ca7-a8b9-bee5db6076c1;2019-09-09T12:10:54;;79;retourn_s relocalis_s;0;1;1;0;0;0;0;0;0
